,,,,,,,,,,,"TP, µg/l",,,"SRP, µg/l",,,"TN, mg/l",,"CLA, µg/l",,"Secchi, m","Chloride, mg/l","TSS, mg/l",,"VSS, mg/l",,

Site,Site_ID,Date,Time,Depth,Sonde Depth,"Temp, oC","DO, mg/l","DO, Sat %","SpCond, µS/cm",pH,TP Value,"TP, mg/l",TP RL,SRP Value ug/l,"SRP, mg/l",SRP RL,TN Value mg/l,TN RL,CLA Value ug/l,CLA RL,"Secchi Value, m","Chloride value, mg/l","TSS Value, mg/l",TSS RL,"VSS Value, mg/l",VSS RL,Comments

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,3,3.073,18.62,5.27,56.4,406,7.77,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,4,4.053,18.47,4.98,53.2,405,7.74,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,5,5.093,18.41,4.54,48.4,406,7.69,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,6,6.06,18.1,4.11,43.6,407,7.64,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,7,7.084,14.86,0.81,8,544,7.13,133.8,0.1338,,81.99,0.08199,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,8,8.082,12.84,0.4,3.8,595,6.84,657.8,0.6578,,359.85,0.35985,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,9/18/2012,10:00,8.247999191,8.248,12.86,0.33,3.1,605,6.68,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,0,0.274,11.48,11.75,107.9,413,8.37,53.4,0.0534,,6.13,0.00613,,1.87,,70.9,,1,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,1,1.068,11.46,12.19,111.8,413,8.4,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,2,2.041,11.47,12.33,113.2,413,8.4,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,3,3.042,11.45,12.45,114.2,413,8.38,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,4,4.058,11.42,12.15,111.4,400,8.36,49.4,0.0494,,12.16,0.01216,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,5,5.038,11.3,12.11,110.8,414,8.3,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,6,6.051,11.06,11.62,105.6,401,8.23,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,7,7.065,10.95,11.13,101,415,8.18,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,8,8.087,10.79,10.69,96.6,419,8.04,50.7,0.0507,,21.38,0.02138,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Fish-Prior & Spring Lake WD,FL_3R,10/23/2012,10:00,8.494999886,8.495,10.83,2.3,20.8,421,7.5,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,4/17/2012,10:00,0,0.497,12.17,10.2,95.1,425,8.64,112.7,0.1127,,2.31,0.00231,6,2.02,,46.4,,0.65,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,4/17/2012,10:00,1,1.035,12,10.2,94.8,424,8.63,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,4/17/2012,10:00,2,2,11.64,8.23,75.8,432,8.32,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/2/2012,10:00,0,0.322,16.37,14.79,151.1,410,8.73,101.5,0.1015,,6.17,0.00617,,1.77,,29.9,,0.85,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/2/2012,10:00,1,1.036,15.18,10.73,106.9,413,8.67,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/2/2012,10:00,2,2.04,12.57,4.46,42,433,8.07,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/2/2012,10:00,2.272999763,2.273,12.5,0.52,4.9,435,7.67,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/15/2012,10:00,0,0.264,20.44,12.56,139.5,362,9.34,148.1,0.1481,,4.61,0.00461,6,1.7,,40.8,,0.68,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/15/2012,10:00,1,1.03,20.17,12.82,141.6,351,9.32,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/15/2012,10:00,2,2.065,15.95,1.39,14.1,364,7.43,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/15/2012,10:00,2.242999792,2.243,15.34,1.41,14.1,371,7.21,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/30/2012,10:00,0,0.36,19.01,10.25,110.7,340,9.18,153.2,0.1532,,5.96,0.00596,6,2.48,,93.8,,0.5,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/30/2012,10:00,1,1.076,18.76,10.94,117.5,339,9.2,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/30/2012,10:00,2,2.008,17.84,6.23,65.7,348,8.42,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,5/30/2012,10:00,2.5,2.5,17.06,0.68,7.1,434,6.89,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/13/2012,10:00,0,0.33,21.54,7.56,85.8,346,9.25,178.3,0.1783,,5.89,0.00589,6,2.6,,103.8,,0.49,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/13/2012,10:00,1,1.024,21.54,7.78,88.2,346,9.26,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/13/2012,10:00,2,2.023,20.75,1.76,19.7,385,8.31,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/13/2012,10:00,2.423999786,2.424,17.05,0.85,8.8,485,6.92,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/26/2012,10:00,0,0.33,23.21,10.39,121.7,345,9,165.3,0.1653,,7.12,0.00712,,2.34,,62.6,,0.39,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/26/2012,10:00,1,1.007,23.06,10.16,118.6,345,9.01,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/26/2012,10:00,2,2.025,20.53,0.64,7.2,329,7.79,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,6/26/2012,10:00,2.957999945,2.958,18.11,0.27,2.9,459,6.65,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/10/2012,10:00,0,0.309,27.28,15.4,194.3,363,9.26,147,0.147,,11.09,0.01109,,2.68,,132.2,,0.29,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/10/2012,10:00,1,1.007,26.74,10.45,130.7,368,8.96,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/10/2012,10:00,2,2.044,20.52,0.37,4.1,397,7.1,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/10/2012,10:00,2.655999899,2.656,19.18,0.29,3.1,433,6.87,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/24/2012,10:00,0,0.344,26.56,7.55,94,353,8.66,210.2,0.2102,,8.38,0.00838,,3.63,,201.2,,0.25,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/24/2012,10:00,1,1.034,26.54,6.4,79.7,355,8.55,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/24/2012,10:00,2,2.024,22.79,0.51,5.9,468,7.09,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,7/24/2012,10:00,2.299999952,2.3,22.13,0.34,4,492,6.88,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/7/2012,10:00,0,0.343,25.89,15.71,193.4,332,9.28,237.5,0.2375,,13.84,0.01384,,3.67,,231.3,,0.22,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/7/2012,10:00,1,1.051,25.03,4.52,54.7,345,8.41,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/7/2012,10:00,2,2.062,23.7,0.9,10.7,366,7.67,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/7/2012,10:00,2.224999905,2.225,23.61,0.94,11.1,399,7.1,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/21/2012,10:00,0,0.317,21.91,12.34,141,344,9.2,209.2,0.2092,,53.8,0.0538,,3.89,,149.3,,0.2,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/21/2012,10:00,1,1.023,21.37,10.4,117.7,345,9.05,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/21/2012,10:00,2,2.015,20.86,0.92,10.3,394,7.08,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,8/21/2012,10:00,2.108999968,2.109,20.86,0.65,7.2,391,7,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/5/2012,10:00,0,0.306,24.25,6.72,80.2,381,8.5,217.1,0.2171,,9.18,0.00918,,3.99,,116.2,,0.27,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/5/2012,10:00,1,1.016,23.97,5.17,61.4,382,8.25,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/5/2012,10:00,2,2.007,22.55,1.3,15.1,576,6.74,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/5/2012,10:00,2.081999779,2.082,22.51,1.14,13.2,589,6.59,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/18/2012,10:00,0,0.303,17.77,7.8,82,377,8.24,328.4,0.3284,,6.38,0.00638,,4.86,,99.5,,0.3,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/18/2012,10:00,1,1.016,17.67,7.68,80.6,378,8.24,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,9/18/2012,10:00,1.994999886,1.995,17.53,0.35,3.7,521,6.95,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,10/23/2012,10:00,0,0.286,12.26,11.69,109.2,433,8.32,247.6,0.2476,,10.81,0.01081,,4.15,,110.3,,0.28,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,10/23/2012,10:00,1,1.009,12.18,11.62,108.4,433,8.4,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-East                                                                                                                                                                                                                                                         ,PK_3RE,10/23/2012,10:00,1.710999966,1.711,12.03,0.89,8.3,644,7.24,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-West                                                                                                                                                                                                                                                         ,PK_3RW,4/17/2012,10:00,0,0.504,10.89,10.61,96.1,510,7.99,81.4,0.0814,,25.31,0.02531,,1.33,,7.5,10,0.87,,,,,,The time value was made up to allow recording in the WQDB.

Pike-West                                                                                                                                                                                                                                                         ,PK_3RW,4/17/2012,10:00,0.869,0.869,10.41,10.4,93.2,511,7.94,,,,,,,,,,,,,,,,,The time value was made up to allow recording in the WQDB.

Pike-West                                                                                                                                                                                                                                                         ,PK_3RW,5/2/2012,10:00,0,0.319,14.43,9.71,95.3,421,8.74,94.3,0.0943,,20.6,0.0206,,1.24,,21.7,,1.2,,,,,,The time value was made up to allow recording in the WQDB.
